country,total_cases,new_cases,total_deaths,new_deaths,excess_mortality,hosp_patients,weekly_hosp_admissions,icu_patients,weekly_icu_admissions,stringency_index,reproduction_rate,total_tests,new_tests,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,population,population_density,median_age,life_expectancy,gdp_per_capita,extreme_poverty,diabetes_prevalence,hospital_beds_per_thousand,human_development_index
Iceland,116857.66325369738,119.83788395904436,101.56996587030717,0.10580204778156997,7.653157894736842,,11.956043956043956,,,30.61391423357664,0.9515192007797271,487039.796912114,1631.5736342042755,7.264328447379597,177.36763178730723,369552.5034965035,185119.29577464788,155642.07857142857,141399.01754385966,5507.468085106383,380368.0,3.7723694,35.747,82.6782,55567.438,0.0,5.5,2.83,0.959
India,31776509.381683733,25622.409556313993,387646.0204778157,303.55688282138794,,,,,,57.865191605839414,1.035570703125,366022136.2728395,1055092.6264150944,4.545435044825301,104.63289771542168,1679698840.544,837672767.7293173,710151684.9240711,178927959.30326945,1731265.6286885245,1425423212.0,479.42554,27.683999999999997,67.2398,7112.0396,12.917313,9.6,0.53,0.644
Indonesia,4407040.313993174,3884.928327645051,111859.3282138794,92.23847467273762,,,,,,54.45875,1.0380854349951123,27321915.85714286,139644.92682926828,9.843779635374663,160.42393507654987,169822490.92374727,101183567.37972167,74125275.59491193,31807015.0,808177.9217603912,278830529.0,147.33017,29.560999999999996,67.5703,12409.759,1.8155379,10.6,1.04,0.7130000000000001
Iran,5197942.35665529,4338.943686006826,106752.67064846416,83.5250284414107,25.61409722222222,,,,,59.33673357664233,1.0219347742555236,18915977.180851065,59260.43278688525,13.432326204599747,15.46533957013977,114176285.52910052,52395094.43979058,45058883.255208336,21798103.625,248053.2891566265,89524247.0,55.17673,32.341,73.8749,15461.079,0.46844715,9.1,1.56,0.78
Iraq,1748417.7360637088,1402.4715585893061,19462.67576791809,14.43401592718999,,,,,,58.38047445255474,0.9739738536585366,7718773.731793961,26149.599597585515,10.931068131312742,21.873093773101672,12166258.483146068,7866965.6625,5338432.2625,214197.3125,13414.0,44070556.0,101.51512000000001,20.093,70.3779,9199.0205,0.08875247,10.7,1.32,0.673
Ireland,1040510.9135381115,995.5278725824801,6367.544368600683,5.631399317406143,8.887177033492824,389.1958762886598,346.2857142857143,18.02020202020202,15.341836734693878,42.542947080291974,1.05508271484375,5308394.460144928,14922.437726723096,10.941286433978235,45.92913934437727,10081940.35694051,3956943.8829084043,3835143.8715769593,2520902.202268431,8296.788201160542,5110013.0,74.176414,37.997,81.9976,112445.42,0.063545495,3.0,2.9700000000000006,0.9499999999999998
Israel,2899281.5182025027,2754.014789533561,8594.2212741752,7.228100113765643,8.030382775119616,830.9397590361446,655.1678200692041,118.07456588355464,42.46447140381282,43.283403284671536,1.0573999024390244,18668403.030444965,60632.33489461358,6.002737763491208,103.28615746905041,15058472.715466352,6038425.831168831,5434917.492325856,3582970.6985815605,22557.48606060606,9103144.0,420.66284,29.086,82.255,44393.30000000001,0.2422214,8.5,2.98,0.915
Italy,14658585.14960182,15259.662116040956,138438.45164960183,112.36746302616609,10.243062200956938,8286.236631837739,3875.1818796484113,695.0503995082975,303.8378176382661,52.284242700729926,1.0681969348659004,74616634.26266195,265312.68595041323,6.515960724063604,51.91855351272085,108227973.96150145,42458936.215799615,38457440.4080847,28708169.536608864,141626.90107737514,59619106.0,201.60866,47.116,82.8502,44292.19,0.8145304,6.400000000000001,3.14,0.906
Jamaica,99832.23663253698,89.4914675767918,2259.335039817975,2.0580204778157,7.883333333333332,,,,,53.979808394160585,0.9597050403225807,403296.157712305,1216.0088105726873,11.05152501976801,27.60628605054945,1208303.6871165645,701716.0419161677,585524.1737804879,35458.77922077922,3076.233695652174,2839151.0,262.15613,31.153,70.5003,10107.864999999998,0.30976602,11.1,1.7199999999999998,0.706
Japan,15592524.877133105,19228.425483503983,37899.79010238908,42.48805460750853,3.5500000000000003,12171.039215686274,,706.8374384236453,,40.35818430656934,1.0771646271510515,15507505.869515011,61783.99653579677,9.777058720126728,42.76470430875576,231831926.6700252,84825471.42947103,80763229.5,66042825.19798235,489532.5006385696,124997586.0,342.9289,48.548,84.7839,41837.91,0.72788787,6.6,12.98,0.9200000000000002
Jordan,1154243.7451649602,993.7411831626848,10150.905574516497,8.032992036405005,13.758541666666668,,,,,41.26021897810219,0.818067125984252,7032024.671641791,27924.69741697417,8.437789358578103,283.6607241543391,6213946.896713615,3361443.7311320757,2809417.5734597156,657155.625,29293.253424657534,11256268.0,126.76834,23.943,74.2563,9490.667,,15.4,1.4699999999999998,0.736
Kazakhstan,1000410.6143344709,855.7281001137657,13342.874288964733,10.848691695108077,15.136249999999999,,,,,51.24129562043795,0.9530147233201581,4408522.109619686,26740.19501133787,3.732259402146018,52.53563722477876,12160350.748322148,7623428.643652561,6932591.799116998,2384794.9444444445,68336.92307692308,20034612.0,7.421052,29.348,69.3622,26093.295,0.017695257,6.6,6.06,0.8019999999999999
Kenya,242163.41296928326,195.73890784982936,4156.342434584755,3.2360637087599544,,,,,,51.549543795620444,1.0178000995024876,939148.3602941176,3317.5652173913045,7.278559089188544,48.34897386004784,7099862.72508591,3576355.979079498,2889126.6140350876,420056.0224719101,53176.004784688994,54252456.0,95.32357,19.272,61.427,4881.5317,36.146057,4.0,,0.601
Kiribati,2509.844141069397,2.8924914675767917,10.927758816837315,0.013651877133105802,,,,,,25.193649635036493,0.251991495601173,,,,,113137.57692307692,64790.653846153844,42617.04,17417.636363636364,,130481.0,161.08766000000003,22.529,67.4172,2002.7182999999998,1.6780767,22.1,1.86,0.628
Kosovo,179563.41751990898,156.01763367463028,2400.645051194539,1.8270762229806599,10.061458333333334,,,,,48.40020072992701,1.026696623634558,1251402.2127659575,4095.6796116504856,5.098088425370844,80.99935253810742,1569750.4731182796,804446.0067264574,698278.8731182796,98944.0602006689,3413.9564102564104,1717950.0,,30.808,76.8062,12675.068,0.4402413,,,
Kuwait,460388.2246871445,379.5733788395904,1963.0267349260523,1.4618885096700796,22.140416666666667,,,,,48.542326642335766,0.92194296875,2716838.9698340874,11248.548780487805,9.393303112072875,100.91916576720648,7357928.211267605,3326463.529850746,3176861.6917293235,1400338.6981132075,4651.75,4589514.0,257.5485,33.463,78.6729,49400.355,,24.9,2.04,0.847
Kyrgyzstan,57130.46245733788,50.598976109215016,659.9482366325369,0.5824800910125142,11.193958333333333,,,,,46.01752737226278,0.882077557100298,,,,,2843820.335597826,1427708.389196676,1166106.296460177,,4156.183760683761,6955792.0,36.26586,24.975,69.9774,5070.1504,0.31051716,6.6,4.41,0.701
Laos,126524.55517633674,124.60750853242321,395.1609783845279,0.38168373151308305,,,,,,46.14121350364963,1.0275693053311792,456798.3582089552,3844.167910447761,21.445238065543176,22.459877737628865,5032040.805309734,2765826.1181102362,2264580.0166666666,,36696.166666666664,7559007.0,32.75133,23.972,68.0608,7947.6587,7.1383624,6.2,1.5,0.62
Latvia,564650.9891922639,556.1803185437998,4675.609215017065,4.251990898748578,9.448421052631579,,260.10552763819095,38.78145695364238,47.78894472361809,35.48866788321168,1.052156188605108,2792620.3846153845,8595.936094674556,8.043605005476303,124.46592206856465,1611504.2747826087,828586.1445993031,757216.5662020906,174968.6,5107.061728395061,1881058.0,30.22751,42.946,73.5786,32992.383,0.39730492000000006,5.900000000000001,5.49,0.879
Lebanon,814634.425483504,705.292377701934,7778.074516496018,6.226962457337884,25.617500000000003,,,,,51.863138686131386,1.0378718475073314,4333816.0,16963.714285714286,2.2487358531914894,60.84153208510639,2894881.7242990653,1579721.2202970297,1287584.7283950618,495743.55555555556,13268.684754521964,5744494.0,561.5341,28.106,75.04720000000002,12986.913,0.0,8.0,2.73,0.723
Lesotho,23489.60125142207,20.55631399317406,501.90273037542664,0.4032992036405006,,,,,,43.89566605839416,0.562832414553473,440259.347826087,553.0,3.723067187809524,95.63773497142857,726219.0,628321.7307692308,637981.6,123392.33333333333,,2286112.0,75.30013,21.264,53.062,2240.3394,32.39991,4.6,,0.521
Liberia,5577.571103526735,4.605577689243028,220.81058020477815,0.16723549488054607,,,,,,45.33067518248175,0.5358707614213198,139824.0,,,,1463800.5405405406,1353192.972972973,1176875.2894736843,1935.642857142857,5044.5,5373296.0,55.78588,18.18,60.7472,1460.9233,27.617746,2.1,,0.487
Libya,346917.98122866894,288.54891922639365,4544.993174061434,3.661547212741752,,,,,,56.77587591240876,0.8410086406743942,,3474.6263157894737,8.35972589963536,80.76318929833334,2463476.0803571427,1705690.7589285714,852708.4791666666,103980.47916666667,8360.625,7223804.0,4.105507,26.917,71.9112,19796.588,,8.7,3.2,0.746
Liechtenstein,12403.639362912401,12.28953356086462,63.01080773606371,0.05062571103526735,3.5363043478260865,2.466594827586207,1.027027027027027,,,35.42360401459854,1.0613415509259259,36126.17725752509,151.55852842809364,6.000372904559464,69.00706832903225,44095.5,19507.883333333335,,7245.030952380952,208.74736842105264,39336.0,245.85,44.014,83.2575,,,6.1,,0.942
Lithuania,802761.0932878271,796.4095563139932,6497.8549488054605,5.6018202502844145,18.145933014354068,642.7605863192182,,49.75551782682513,15.301587301587302,36.01941605839416,1.0343212240868707,3667728.3284671535,10606.065693430657,10.87359463233374,102.81615590280146,3669145.4280442805,1663712.7675276753,1556552.3099630997,639509.5904059041,4808.884696016771,2816922.0,44.991566,42.633,73.7201,39955.246,0.25060093,5.8,6.43,0.879
Luxembourg,218793.83105802047,225.26564277588167,677.9522184300341,0.5688282138794084,-2.20688995215311,53.108108108108105,36.51851851851852,9.814323607427056,5.452702702702703,37.25629562043796,1.0778843290891282,2312094.2195985834,5094.644549763033,10.107845670511791,98.83272858962265,943032.2493112948,386213.8002754821,10917.39534883721,226326.10330578513,1985.9351851851852,653316.0,253.76814,38.675999999999995,82.6287,117746.99,0.050036773,5.900000000000001,4.26,0.927
Madagascar,48318.369738339024,39.00739476678043,997.6194539249146,0.8122866894197952,,,,,,37.57185218978102,0.6973104417670682,145929.26353790614,615.0784313725491,11.331893474993581,54.56525602409794,1600777.6769230769,1369727.1911764706,1292063.8260869565,106599.91428571429,13544.0,30437263.0,52.31568,18.718,64.4853,1502.4822,80.73006,4.6,,0.487
Malawi,61186.51934015927,50.80022766078543,1893.5546075085324,1.527872582480091,,,,,,38.98188868613139,0.9584245798319327,141852.3729903537,400.1442307692308,9.678636560466257,51.48884858797546,1483590.6063829786,1085113.0394265233,746851.1801801802,571290.85,6316.547738693467,20568731.0,218.16643,17.335,62.9044,1466.8794,70.0606,7.3,1.3,0.508
Malaysia,3110882.630261661,3025.2662116040956,23816.76678043231,21.246302616609785,5.772291666666667,2026.485911083281,2735.051539912005,203.8703819661866,,49.19622262773722,1.0441584062196307,19369939.835990887,69074.66514806378,4.80258972445382,108.3600574586758,59915876.87808765,24206333.946515396,23232757.312350597,12589759.832669323,58217.32852564102,34695494.0,105.60187,29.573,74.88390000000001,28383.62,0.0,19.0,1.88,0.807
Maldives,119804.01478953355,106.25782583949915,218.62912400455062,0.17974971558589306,27.469583333333333,,,,,,0.9671622967479674,813427.1424501424,3149.733618233618,7.127486039345158,33.9969463042464,585666.5928961749,322514.3989071038,235710.43989071038,89675.73214285714,2769.0752688172042,524116.0,1747.0533,30.339,79.9182,21271.318,0.0,9.2,,0.762
Mali,22165.546643913538,18.868600682593858,550.9738339021616,0.42263936291240045,,,,,,37.48359489051094,0.9929074371859297,680773.2,605.0,1.1971439929411765,141.3123370490196,1907077.3086419753,1406435.851851852,1052310.8024691357,0.0,,23072639.0,18.909054,15.349000000000002,58.9414,2132.6233,20.849255,2.1,,0.41
Malta,72811.27986348124,70.04323094425483,582.0796359499432,0.5261660978384528,5.271578947368421,,25.130208333333332,2.7435897435897436,3.0689655172413794,39.901021897810224,0.9960441379310344,1041775.8762446657,2616.863247863248,4.813566730420228,84.66372326581197,985118.1716514955,397884.0690104167,379694.9002624672,488844.0869565217,1920.5142857142857,528194.0,1650.6062,39.745999999999995,83.77690000000001,48641.85,0.25567448,8.0,4.49,0.915
Marshall Islands,7240.875426621161,9.270193401592719,7.73037542662116,0.009670079635949944,,,,,,,0.3776472602739726,312.3636363636364,144.72727272727272,0.10088272544262294,60.666662,,,,,,40094.0,222.74445,20.965,65.2688,6004.343,0.85434437,23.0,,0.731
Mauritania,42775.65073947668,36.42572566875356,742.3879408418658,0.5671217292377702,,,,,,36.26499087591241,0.9596985386221295,267483.39520958083,572.2151898734177,5.147425724390394,127.57505858233084,1678791.253012048,1105647.322580645,756840.5,235212.17142857143,4931.8,4875645.0,4.730421,16.992,64.3636,5330.2144,5.354673,2.1,,0.54
Mauritius,169321.57565415243,187.2133105802048,627.1626848691695,0.6109215017064846,2.794166666666667,,,,,34.30613138686131,0.5482248761149653,974974.3333333334,,5.483106460674158,33.35527835895238,1933863.1142857142,865932.2058823529,855301.0476190476,615128.825,35153.0,1276134.0,639.0254999999999,36.513,73.5552,22841.35,0.12531371,22.6,3.4,0.796
Mexico,4857308.527303754,4335.769624573379,255627.2747440273,190.43401592719,21.12449275362319,,,,,43.99120437956204,1.0250985294117647,6365760.998888889,17299.404444444444,30.251799878580268,20.163197869402108,80508597.10144928,45817172.65679012,36552406.112860896,52392888.63636363,444550.7168141593,128613113.0,66.16071,28.528,70.2127,20254.781,1.1796793,16.9,0.98,0.781
Micronesia (country),11622.217292377702,18.128628343767787,27.824232081911262,0.03699487763232783,,,,,,,0.46218963414634145,,,,,,,,,,112124.0,160.17714,22.608,70.71,3263.6653,16.028437,15.6,,0.6340000000000001
Moldova,408189.212741752,370.08475540386803,8506.092718998862,6.985779294653015,13.451489361702128,,,,,41.16257299270073,0.9763168472906404,,5182.868421052632,16.424558845430465,19.27915170110375,1274656.7457627119,401661.5882352941,644756.968641115,373201.4,6394.712918660287,3039987.0,92.20463999999998,37.478,68.8459,13308.417,0.0,5.6,5.66,0.763
Monaco,9667.216723549489,9.773037542662117,43.69852104664391,0.03811149032992037,15.53111111111111,,,,,36.800675182481754,1.0062860540540541,,,,,34786.40740740741,19238.583333333332,16357.5,14172.5,,38949.0,18689.541,54.975,85.9463,,,6.2,13.8,
Mongolia,620046.3680318544,575.3634812286689,1387.9118316268487,1.2150170648464165,0.0720833333333335,,,,,42.96206204379562,0.8897095733610823,3090052.6044568247,18119.44884488449,18.7478220405348,182.60532712186472,3871302.447712418,1878467.33125,1881657.12,992412.2068965518,19623.4,3386015.0,2.1739967,26.617,70.9754,12073.245,0.2234101,6.9,8.0,0.741
Montenegro,162624.21558589305,142.93515358361773,1854.3236632536973,1.50967007963595,10.906923076923077,,,,,,0.9638107249255213,,,,,463948.79793814436,219716.85773195876,205562.90566037735,95322.35981308411,1415.3069767441862,614650.0,45.698883,39.08,76.3426,22108.73,1.9771242,9.1,3.86,0.844
Morocco,888558.7639362912,727.5967007963595,12042.338452787259,9.274744027303754,,,,,,53.79559306569343,1.0310794291338583,5200850.776,15025.365329512893,7.570004384899408,38.62327866386555,28336336.09375,15280362.335793357,13245279.926199261,6581908.62745098,183955.42953020133,37329069.0,83.64120500000001,28.875,74.0419,8083.365,1.4431101,9.1,1.0,0.698
Mozambique,156849.26052332195,133.01763367463028,1562.5557451649602,1.2810011376564279,,,,,,43.838777372262776,0.9401143892339544,433800.9756493507,1691.847670250896,9.786112317708334,40.489892930637254,10793665.576923076,8034625.5245901635,7271263.0625,686823.6060606061,295812.0,32656240.0,41.5273,16.249,59.3247,1250.7725,74.52835,3.3,0.7,0.461
Myanmar,429971.46359499433,365.8788395904437,13388.144482366326,11.088737201365188,,,,,,63.73446167883212,0.9773408906882591,2198966.3136531366,9660.70539419087,5.446984863176761,183.1206933444994,35483817.701754384,19620171.589285713,15470410.69642857,2842368.8421052634,3800.0,53756790.0,82.364426,29.251,65.6716,4249.876,1.9911566999999997,7.1,1.04,0.608
Namibia,117715.30830489192,98.1547212741752,2800.362912400455,2.3378839590443685,7.73125,,,,,35.317226277372264,0.812099457111835,401652.28438948997,1499.2407079646018,11.234211017401478,30.898050877963918,351005.5945945946,231464.05820105821,166380.30729166666,200793.81818181818,2153.293577981651,2889668.0,3.509903,20.825,59.269000000000005,9762.777,15.617013000000002,6.7,,0.6099999999999999
Nauru,2502.079635949943,3.0676905574516495,0.48236632536973834,0.0005688282138794084,,,,,,,0.1208938775510204,,,,,13727.666666666666,7361.333333333333,5120.176470588235,5510.2,168.0,11821.0,591.05,20.573,63.617,11024.343,1.6715107,23.4,,0.696
Nepal,711248.3788395905,570.7906712172924,8695.436291240045,6.843572241183162,,,,,,51.18641423357664,1.0119086597938143,2729420.2977893366,8892.920833333334,8.946646876442417,70.57083425747548,25814298.088135593,13692757.953020135,12393369.9375,4511653.147887324,80764.4564102564,29715434.0,207.29288,24.356,68.4495,4001.7,0.36659858,8.7,0.3,0.601
Netherlands,5231058.205346985,4917.319112627986,17984.332764505118,13.075085324232083,8.456315789473683,607.9473684210526,741.0789210789211,161.69910625620656,87.07292707292707,42.89692518248175,1.069826137463698,13969665.834666668,40916.46133333333,23.81730358425901,15.872716793057409,28521935.27972028,10752592.125874126,9649216.286713287,5896759.482517483,,17904422.0,531.76184,41.463,81.6873,59249.168,0.06971744,4.5,3.17,0.946
New Zealand,1162253.8549488054,1508.5870307167236,1596.8742889647326,2.5267349260523324,0.4731578947368421,,,,,34.68584854014599,0.894620374015748,2172494.3943217667,8332.825831702545,2.011699406978715,1455.0655490243425,8189120.25814234,3257600.165217391,2966465.157828283,1878511.2810615199,15388.193508114857,5131733.0,19.489319999999996,37.068,82.45129999999999,45185.312,,6.2,2.57,0.939
Nicaragua,11173.271899886235,9.211604095563139,197.07906712172922,0.13936291240045506,23.216388888888886,,,,,11.33389598540146,0.9954629707112971,187912.18181818182,,2.8488220194805196,37.58891764935065,9377293.37,4880455.03030303,4391789.833333333,309914.03571428574,0.0,6730661.0,55.93037399999999,24.912,73.8368,5822.3535,3.9410286,9.3,0.93,0.669
Niger,6811.120022753129,5.419795221843003,237.386803185438,0.17918088737201365,,,,,,21.35059306569343,0.7923649402390438,237662.6551724138,428.25,1.1592915168421052,147.73481563157895,2454251.5476190476,2023081.3255813953,1646352.0731707318,0.0,,25311977.0,19.982615,15.102,61.5763,1274.6416999999997,50.61381500000001,5.2,0.39,0.394
Nigeria,197381.81456200228,151.98464163822527,2432.335608646189,1.7946530147895337,,,,,,40.78118613138686,1.009285232903865,1137039.2961672475,4333.672839506173,6.076110207540372,119.62569423217391,21528411.715328466,14853030.379562045,14889614.258064516,5766063.448275862,64496.489795918365,223150906.0,245.01346,17.567,52.676,4963.16,30.863297,3.6,,0.548
North Macedonia,233641.6393629124,200.25199089874857,7082.153014789534,5.6825938566552905,21.453541666666666,,,,,,0.982000688976378,498532.5770020534,1867.5957943925234,13.695826260872234,26.041942120147418,952893.3546511628,487342.4409937888,500900.41095890413,96819.45901639345,10892.258823529412,1840236.0,72.96733,39.91,73.8415,17128.76,2.6633506,6.099999999999999,4.28,0.765
Norway,875560.1672354948,867.1916951080774,3004.735494880546,3.260523321956769,6.019473684210526,141.59345794392524,118.46853146853147,,16.51048951048951,35.55030109489051,1.038840019379845,5321128.215782984,13754.086313193588,12.067728082527744,68.96899237176326,7405282.271816881,3216165.4369627507,2752018.3619456366,1430929.3252148996,17615.5988372093,5456795.0,14.980083,39.436,83.2339,67296.16,0.15653396,3.6,3.5299999999999994,0.9660000000000001
Oman,290528.96814562,227.21786120591582,3451.992036405006,2.632536973833902,9.935833333333333,,,,,46.28791058394161,0.8578350790513833,2001401.0,,12.055621768421053,18.98799693712644,2092144.1237113401,914264.5666666667,1132071.536585366,707850.2666666667,1668.7435897435898,4730227.0,15.283447,28.973,72.5406,35336.895,,13.8,1.4699999999999998,0.819
Pakistan,1147421.3629124004,899.1075085324233,23021.679749715586,17.437997724687143,,,,,,52.255337591240874,0.9648851417399804,10715132.322533136,34953.7943615257,5.303150900023981,51.41181210936375,195048375.63874346,104909230.85365854,90656711.84246576,29242186.18859649,587713.4044444445,243700667.0,316.1331,20.148,66.0979,5376.967000000001,4.932448,30.8,0.63,0.54
Palau,3287.862912400455,3.6277746158224247,4.708191126279863,0.005688282138794084,,,,,,,0.5985108571428571,52363.82352941176,,6.487602110526316,25.661579443859647,,,,,,17784.0,38.66087,37.484,66.0204,14112.668,,17.0,,0.797
Panama,669709.8526734926,594.4180887372014,6586.11149032992,4.98406374501992,19.275454545454547,,,,,49.97462591240876,0.9971807654563297,2439324.7994923857,7595.116935483871,13.40633541988024,13.107735917844312,4395571.7536231885,1989892.5661764706,1706910.3529411764,1328941.5942028984,6976.027027027027,4400772.0,59.32559,29.273,76.22329999999998,33266.477,1.2881935,8.2,2.25,0.82
Papua New Guinea,30123.229237770192,26.657565415244598,427.4607508532423,0.398406374501992,,,,,,45.198841240875915,0.7940391845979615,249149.0,,,,455379.8732394366,249827.97183098592,212648.12307692308,29694.5,,10203176.0,22.53053,22.127,65.3506,3752.9449999999997,,16.7,,0.568
Paraguay,491939.43572241184,418.5204778156997,13716.627417519909,11.308304891922639,20.773541666666667,,,,,43.67991788321168,0.8423574277168494,1021678.6787634408,3510.0945945945946,17.710040103466667,18.621489231108143,3000352.433962264,1463050.2976190476,996763.1294117647,1210703.5571428572,21610.234375,6760461.0,17.01601,26.045,70.2617,13531.396,1.3295585,7.5,0.8299999999999998,0.731
Peru,2945761.983503982,2575.0722411831625,171615.3122866894,125.69681456200227,45.09986206896552,,,,,53.61492700729927,1.0811127326150833,11343546.385674931,,11.897966257262722,16.964077142640992,61808099.24830918,23357376.62415459,21318658.15748792,17132064.514975846,88403.01934235977,33475435.0,26.152683,29.096,72.3769,12743.942,2.656552,4.8,1.59,0.762
Philippines,2696103.9186575655,2393.546955036995,43834.22696245734,38.034129692832764,11.128510638297872,,,,,58.48186131386861,1.04533642578125,12197108.965699209,36795.6626984127,9.943117626248416,25.715365452091255,63697628.00387597,25171365.111111112,29858275.343096234,11515977.214285715,426459.6153846154,113964342.0,382.21265,24.866,69.2664,8581.9375,6.754130999999999,7.1,0.99,0.71
Poland,4307507.6342434585,3844.3833902161546,83793.44425483503,68.76962457337883,9.162153110047848,9756.670781893004,,,,39.7922901459854,1.04336953125,15680071.285714285,,11.44584593751816,49.53447222881356,45787084.93888304,19531102.80406852,19087770.80485116,13058460.698847262,48482.42940490082,38385734.0,125.402596,40.864,76.4572,37706.605,0.10752012,6.8,6.54,0.881
Portugal,3271677.8549488056,3225.0096700796357,19086.28327645051,16.511376564277587,7.394736842105263,1232.3372093023256,,184.78954248366014,,43.69991788321168,1.0313336585365853,14002798.810449574,52099.03406326034,8.546895329257907,30.648203553163018,20094467.402777776,8121689.631944444,7167315.638888889,4394399.958333333,,10417075.0,113.716576,45.806,81.0443,35767.723,0.22650385,9.1,3.4500000000000006,0.874
Qatar,334015.3225255973,292.67576791808875,524.990329920364,0.3924914675767918,21.145,,,,,52.49036496350365,1.0215801363193768,3992250.6304347827,20582.671195652172,9.286726632897196,93.83705814745615,4683886.638826185,2023825.4659090908,1798958.142857143,1548547.1768707484,15916.42441860465,2892465.0,251.73760000000001,32.458,79.2716,96557.81,0.0,19.5,1.25,0.875
Romania,2179667.431740614,2028.7792946530149,47024.131399317404,39.19169510807736,8.890095693779903,4308.201511335013,,428.44,,44.32344890510949,0.950005859375,7521752.394230769,,10.844063345764376,45.80472546741609,10367642.849340865,3129602.591240876,5038669.207156309,,31760.29867674858,19166776.0,83.30483,42.391,74.1847,32495.908,1.7570448999999997,6.5,6.89,0.827
Russia,14087632.130261661,13977.728100113765,263926.0807736064,229.55460750853243,19.615,,,,,41.216824817518244,1.04621860920666,99827142.51462995,331948.5425531915,5.37810086476399,108.22119902396592,107204588.53541666,53896031.91754757,46869421.42888403,11271838.868131869,410528.0833333333,145579890.0,8.889359,39.071,69.419,27450.45,0.010298438,5.6,7.120000000000001,0.821
Rwanda,89214.95620022753,75.80546075085324,1005.6018202502844,0.8350398179749715,,,,,,53.72778284671533,0.927542372881356,2111870.4992614477,6748.998324958124,1.8666944650198265,286.62978771288726,8826864.659090908,3686094.6516853934,4312877.035714285,4121668.0,32880.142857142855,13651026.0,553.3452,19.22,66.0722,2364.802,52.005394,6.5,,0.548
Saint Kitts and Nevis,3928.890784982935,3.7582480091012513,27.763367463026167,0.026166097838452786,18.675151515151516,,,,,,0.7916084358523726,52713.52229299363,252.0483870967742,7.845240352728323,82.64725937890174,41973.34210526316,22789.084507042255,18107.45945945946,1134.3157894736842,936.1428571428571,46731.0,179.73462,34.971,71.6822,28770.139,,16.1,2.3,0.838
Saint Lucia,18159.791240045506,17.22866894197952,257.42150170648466,0.23321956769055746,,,,,,,0.9499442332065906,159790.7894736842,223.14285714285714,12.066950536206896,18.372415802586207,78999.32547169812,45616.65625,37639.901041666664,7399.0,286.5108695652174,178794.0,293.10492,33.316,71.1114,15100.286,5.222044,11.7,1.3,0.725
Saint Vincent and the Grenadines,6043.154152445962,5.502844141069397,74.2434584755404,0.07053469852104664,6.217083333333334,,,,,,0.7840953145917001,96576.35135135135,71.1875,20.235530031863117,52.68367201098485,51394.04285714286,29565.75806451613,24625.929203539825,3569.144927536232,504.27272727272725,102062.0,261.69745,33.633,69.6291,14572.607,,8.0,2.4,0.772
Samoa,8597.137656427758,9.719408081957884,15.686006825938566,0.01763367463026166,,,,,,,0.5864954861111111,,,,,247466.35185185185,125791.35185185185,102804.51923076923,72737.95454545454,,215269.0,77.43489,20.091,72.7675,5155.62,1.1502274,9.2,,0.702
San Marino,14242.683162684869,14.386803185437998,95.81001137656428,0.07167235494880546,14.001875,,,,,36.44386861313869,0.8250505386875613,,,,,35352.347107438014,14950.858974358975,10836.948051948051,17500.11111111111,380.0188679245283,34113.0,568.55,46.782,80.8786,61609.01,,7.4,3.8,0.8669999999999999
Sao Tome and Principe,4390.8327645051195,3.8515358361774745,55.292946530147894,0.04550625711035267,,,,,,,0.560529732510288,2323.9,469.4,1.6425641489855072,53.64285454545455,120918.67272727273,78650.07843137255,51498.37254901961,27438.38888888889,,226313.0,235.74269999999999,18.869,67.5912,3438.8599,15.723551,5.5,2.9,0.613
Saudi Arabia,611948.8788395905,478.6513083048919,7635.156427758817,5.486916951080774,,,,,,45.57132299270073,1.01450849609375,19450248.981020167,51306.50652431791,2.198568683437055,219.46579282589073,30832817.416216217,23039118.41322314,17741974.979338843,4052571.725663717,166363.5386819484,32175352.0,14.96744,28.731,76.936,50188.297,,18.7,2.24,0.875
Senegal,64049.75255972696,50.803185437997726,1454.7087599544936,1.1217292377701935,,,,,,26.638357664233578,0.9777141304347826,490934.4974811083,1388.0340050377833,6.631202293475534,74.36191880754717,964983.9173553719,782359.264,847203.7301587302,415571.85185185185,5412.081967213115,17651099.0,91.67973,18.888,67.0926,3564.6282,9.926822000000001,3.1,,0.517
Serbia,1566715.3850967009,1469.5506257110353,11736.306598407282,10.271331058020477,14.552083333333334,2066.075376884422,,82.81742043551088,,37.32671532846715,1.0368512266928362,4075626.042502952,11660.196449704143,14.63608619596222,23.29090643807829,5044614.164556962,2376952.0970464135,2302657.9174311925,1184143.6545454545,24182.844444444443,6791218.0,80.76130999999998,43.675,74.1923,20885.889,1.2428293,9.1,5.610000000000001,0.805
Seychelles,31233.829351535835,29.51763367463026,112.06598407281001,0.09783845278725825,-2.714375,,,,,46.04629562043795,0.7328038631346578,,,,,121265.43137254902,62212.721153846156,48779.46226415094,40499.94736842105,2041.095238095238,125532.0,272.89566,33.388,71.2945,25205.736,0.51100403,8.5,3.6,0.8019999999999999
